,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,Blockchain_4,Blockchain_5,TxID_1,TxID_2,TxID_3,TxID_4
103,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,BNB CHAIN,Polygon,BNB CHAIN,Polygon,BNB CHAIN,620b6000854f936fad895eb9,620b618c854f936fad895f8d,620b6357854f936fad896077,620c5732854f936fad89b3b0
104,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620b618c854f936fad895f8d,620b6357854f936fad896077,620c5732854f936fad89b3b0,620c5986854f936fad89b53f
105,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,BNB CHAIN,Polygon,BNB CHAIN,Polygon,BNB CHAIN,620b6357854f936fad896077,620c5732854f936fad89b3b0,620c5986854f936fad89b53f,620c5c91854f936fad89b774
106,0xcada38b3d2e3d8714e783ae8c420b4024817e3e8,USDC,Polygon,BNB CHAIN,Polygon,BNB CHAIN,Polygon,620c5732854f936fad89b3b0,620c5986854f936fad89b53f,620c5c91854f936fad89b774,620c5e47854f936fad89b90d
107,0x29b0c5f73120c78abd6821c607ad371e7a8b4836,BNB,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620ae1e7d3ea681f35ebcc5f,620b0ee8d3ea681f35ebd295,620b1578d3ea681f35ebd386,620b2130d3ea681f35ebd515
108,0x379a61a7dcc59e5f2d5e635088b4f3bc35342e7c,USDC,Avalanche,Polygon,BNB CHAIN,Avalanche,Fantom,620cd4733c8253c5fb8b7c03,620dae7d3c8253c5fb8bc7f7,620e769062d48eee70ee2944,620f584a11d45e0a4966e360
109,0xfed784c99ab1aa24e7410bd9d140cbf6dd50890d,USDC,Avalanche,Fantom,Avalanche,Fantom,Avalanche,6209f17fd3ea681f35eba9e9,6209fff1d3ea681f35ebabe2,620a2b57d3ea681f35ebb15f,620a2ed1d3ea681f35ebb1dc
110,0xaf81501d9f2795b31fb808751549cc4163914a59,DAI,Fantom,Avalanche,Fantom,Avalanche,Fantom,6209dd06d3ea681f35eba6f2,620a4c28d3ea681f35ebb574,620afd55d3ea681f35ebd01d,620b19f2854f936fad894a59
111,0x12f024e78a3159b3d80b968e6066c0952f6877f9,USDC,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,6209c6472219a24b7e94d312,620a107b854f936fad88bfd7,620a2709854f936fad88c51b,620a3732854f936fad88c809
112,0xe131de7bf5d00f04b57fd137ede79b6e1c7b32bf,MIM,Avalanche,Fantom,Avalanche,Fantom,Avalanche,620bde99d3ea681f35ebf43f,620be04fd3ea681f35ebf492,620c733bd3ea681f35ec0cb4,620d1ce0d3ea681f35ec2562
113,0x3abe7b741708f9fe0fd7b838a083729c1fd61b57,AVAX,Fantom,Avalanche,Fantom,Avalanche,Fantom,62093c3ad3ea681f35eb8e35,62094306d3ea681f35eb8f8c,620a0648d3ea681f35ebacc6,620a36ccd3ea681f35ebb2db
114,0xcb6616200d7df9f20add3c8e3979358dd28b1697,BNB,Fantom,BNB CHAIN,Fantom,BNB CHAIN,Fantom,6209ab1bd3ea681f35eba072,620a3dd4d3ea681f35ebb3ba,620ae92cd3ea681f35ebcd65,620b243ed3ea681f35ebd57f
115,0x9dfb9f7dfa3c85586c13b5168cf08ed07aa6a6d6,USDT,Fantom,Avalanche,Fantom,Avalanche,Fantom,620a40edd3ea681f35ebb40b,620a830dd3ea681f35ebbdfc,620ae26cd3ea681f35ebcc78,620bd850d3ea681f35ebf2ed
116,0x2d265ce54bf9f9f0114e3f89245c36fc5dbb0070,MIM,Fantom,Avalanche,Fantom,Avalanche,Fantom,6209519ad3ea681f35eb91ff,620970ced3ea681f35eb97c4,620a4dc6d3ea681f35ebb5a4,620a65bcd3ea681f35ebb942
117,0x7f44c69a3751e2961351a0b40e357595f6909845,USDC,Fantom,Avalanche,Fantom,Avalanche,Fantom,620b03b4d3ea681f35ebd0ef,620beda2d3ea681f35ebf73b,620c18b2d3ea681f35ebfe77,620c27bfd3ea681f35ec00fa
118,0x9449ee434c633a1096d9e622edaa5a3b6d292d5f,USDC,Avalanche,Fantom,Avalanche,Fantom,Avalanche,620bee45854f936fad89925b,620beee6854f936fad899277,620c7515854f936fad89c5fc,620c964826b3d8ba9857cf27
119,0x9449ee434c633a1096d9e622edaa5a3b6d292d5f,USDC,Fantom,Avalanche,Fantom,Avalanche,BNB CHAIN,620beee6854f936fad899277,620c7515854f936fad89c5fc,620c964826b3d8ba9857cf27,620d0c2f3c8253c5fb8b8be6
120,0x9449ee434c633a1096d9e622edaa5a3b6d292d5f,USDC,Avalanche,Fantom,Avalanche,BNB CHAIN,Fantom,620c7515854f936fad89c5fc,620c964826b3d8ba9857cf27,620d0c2f3c8253c5fb8b8be6,620d0cd43c8253c5fb8b8c1b
121,0x12c759a7d404931d9b02212f36e33a70d2bbe4aa,DAI,Avalanche,Polygon,Avalanche,Polygon,BNB CHAIN,620c182b854f936fad899ae0,620c1b5b854f936fad899c03,620c1f10854f936fad899d01,620c2289854f936fad899dfd
122,0x14c90fec632d357a4711dac3ad7f0d99ff2e7412,USDC,Avalanche,Fantom,Avalanche,Fantom,BNB CHAIN,620b249f854f936fad894bdd,620b5044854f936fad8956c6,620ba00e854f936fad89708d,620c38c4854f936fad89a4c4
123,0xbc2f84903bf44896998ec70e5923ca368433574c,USDC,Fantom,Avalanche,Fantom,Avalanche,Polygon,620e753a62d48eee70ee279b,620e76a262d48eee70ee295a,620e775c62d48eee70ee2a41,620e796862d48eee70ee2c8e
124,0x27878afd9e691936d71cc660b0a809ac1fa4ef89,USDC,BNB CHAIN,Fantom,BNB CHAIN,Avalanche,BNB CHAIN,620b37be854f936fad894ee7,620baa80854f936fad89738c,620baab7854f936fad8973a9,620bb29b854f936fad89763d
125,0x27878afd9e691936d71cc660b0a809ac1fa4ef89,USDC,Fantom,BNB CHAIN,Avalanche,BNB CHAIN,Fantom,620baa80854f936fad89738c,620baab7854f936fad8973a9,620bb29b854f936fad89763d,620bbbb3854f936fad897b30
126,0x27878afd9e691936d71cc660b0a809ac1fa4ef89,USDC,BNB CHAIN,Avalanche,BNB CHAIN,Fantom,BNB CHAIN,620baab7854f936fad8973a9,620bb29b854f936fad89763d,620bbbb3854f936fad897b30,620c42cf854f936fad89a9f6
127,0x3e1cdce2639ebb852137e8c6357ba600878e3a54,MIM,Fantom,Ethereum,Fantom,Avalanche,Fantom,620a4308d3ea681f35ebb443,620a477dd3ea681f35ebb4dc,620ab387d3ea681f35ebc5ab,620b207dd3ea681f35ebd4fd
128,0xe7bb22497d21982b49b5e0bd1b3278465b64da30,USDC,Avalanche,Fantom,Avalanche,Fantom,BNB CHAIN,620b8e54854f936fad896bd6,620b9fac854f936fad897071,620bbc89854f936fad897c19,620bc784854f936fad898767
129,0x00cf291c713f204b1ac03f86a8ed5d11acb4fb7a,USDC,Ethereum,Fantom,Avalanche,BNB CHAIN,Fantom,620e5bbcdcf15fd1a4280896,620e5d1462d48eee70ee0afc,620e5e7562d48eee70ee0c7a,620e6fa362d48eee70ee20d6
130,0x00cf291c713f204b1ac03f86a8ed5d11acb4fb7a,USDC,Fantom,Avalanche,BNB CHAIN,Fantom,BNB CHAIN,620e5d1462d48eee70ee0afc,620e5e7562d48eee70ee0c7a,620e6fa362d48eee70ee20d6,620ed61edcf15fd1a4281cc0
131,0x00cf291c713f204b1ac03f86a8ed5d11acb4fb7a,USDC,Avalanche,BNB CHAIN,Fantom,BNB CHAIN,Fantom,620e5e7562d48eee70ee0c7a,620e6fa362d48eee70ee20d6,620ed61edcf15fd1a4281cc0,620f05bbdcf15fd1a4282312
132,0x2211f83b542e424c0150d45186c6d186c31f55a6,MATIC,Polygon,Fantom,Polygon,Fantom,Polygon,620ae006d3ea681f35ebcc1e,620bbe77d3ea681f35ebedf7,620c1314d3ea681f35ebfd9c,620c3858d3ea681f35ec03bc
133,0x2211f83b542e424c0150d45186c6d186c31f55a6,MATIC,Fantom,Polygon,Fantom,Polygon,Fantom,620bbe77d3ea681f35ebedf7,620c1314d3ea681f35ebfd9c,620c3858d3ea681f35ec03bc,620c426ed3ea681f35ec0567
134,0x6c9c8e73063e2e0e8773a19f71bc1c74962c5afe,MIM,Fantom,Avalanche,Fantom,Avalanche,Fantom,620b7d81854f936fad89667d,620c79f4854f936fad89c728,620cbebe26b3d8ba9857dde9,620d7fc23c8253c5fb8bb919
135,0x6c9c8e73063e2e0e8773a19f71bc1c74962c5afe,MIM,Avalanche,Fantom,Avalanche,Fantom,Avalanche,620c79f4854f936fad89c728,620cbebe26b3d8ba9857dde9,620d7fc23c8253c5fb8bb919,620d8a5d3c8253c5fb8bbb33
136,0xe7f37f8cb9f10d1212f2628c1afa7718568b94a4,DAI,BNB CHAIN,Fantom,BNB CHAIN,Fantom,BNB CHAIN,620d218fd3ea681f35ec2637,620d230cd3ea681f35ec2677,620d263fd3ea681f35ec2700,620e166cdcf15fd1a427fea7
137,0xbbf1534683379cb7208a18eebf8d20f477d4b0b9,ETH,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,BNB CHAIN,62093803d3ea681f35eb8d72,620943402219a24b7e94b9ab,62095bdcd3ea681f35eb93cc,620976a02219a24b7e94c472
138,0xbbf1534683379cb7208a18eebf8d20f477d4b0b9,ETH,Ethereum,BNB CHAIN,Ethereum,BNB CHAIN,Ethereum,620943402219a24b7e94b9ab,62095bdcd3ea681f35eb93cc,620976a02219a24b7e94c472,6209828bd3ea681f35eb9aad
139,0xa3ee74a2487d21d04dcc13a95221d5e2985fc292,USDT,Fantom,Polygon,BNB CHAIN,Polygon,BNB CHAIN,620ab3de854f936fad8909dd,620ab590854f936fad890c18,620ba3af854f936fad89714b,620bba4f854f936fad8979a7
