,Addresses,Token,Blockchain_1,Blockchain_2,Blockchain_3,TxID_1,TxID_2
15,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,USDC,Polygon,Fantom,BNB CHAIN,621000e49e1cf703a57a216f,621006f49e1cf703a57a224e
16,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,ETH,Polygon,Avalanche,BNB CHAIN,620f75a29e1cf703a57a0acc,620f7ec59e1cf703a57a0c55
17,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,USDT,Ethereum,Polygon,BNB CHAIN,6210e0b39e1cf703a57a3c5b,6210e3c89e1cf703a57a3cc5
18,0x5a9fd7c39a6c488e715437d7b1f3c823d5596ed1,DAI,Polygon,BNB CHAIN,Fantom,621204ca9e1cf703a57a6680,62120b999e1cf703a57a6775
19,0xb28de84bd7cf6541060b90787d5e81c7039600d2,USDC,Fantom,Avalanche,Fantom,620c243dd3ea681f35ec0066,620c2bad854f936fad899fc8
20,0x34327028c727613872cd80122b9a489a4b9c0bfa,DERC,Polygon,BNB CHAIN,Polygon,620d65b73c8253c5fb8bb40d,620d67883c8253c5fb8bb468
21,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,Fantom,BNB CHAIN,Fantom,620cdc36d3ea681f35ec1abc,620cf2ead3ea681f35ec1dc9
22,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,BNB CHAIN,Fantom,BNB CHAIN,620cf2ead3ea681f35ec1dc9,620d07c6d3ea681f35ec2150
23,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,Fantom,BNB CHAIN,Fantom,620d07c6d3ea681f35ec2150,620d087cd3ea681f35ec2167
24,0x1c94f4d7cf577ae410d8a80300af0377fbe6b222,BNB,BNB CHAIN,Fantom,BNB CHAIN,620d087cd3ea681f35ec2167,620d1435d3ea681f35ec23b9
25,0x7fa13526c6b6513d2599c4b6083ba4efe97950b8,MIM,Fantom,Avalanche,Fantom,620f26636e600401c2649c9a,620f29606e600401c2649d00
26,0x0464d1871930ba0aa1b398fb28ab348f6b7caffe,USDC,Fantom,Polygon,Fantom,6211b3e29e1cf703a57a5b0d,6211b7b29e1cf703a57a5b7f
27,0x7a505df95aac78f142ca98cecd771d3c398b4b71,GEMG,BNB CHAIN,Polygon,BNB CHAIN,620923622219a24b7e94b253,620925922219a24b7e94b379
28,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDC,Fantom,Polygon,BNB CHAIN,6209b0f7d3ea681f35eba10e,6209c5c12219a24b7e94d308
29,0xbd9e8e2bad7c6bb4dd6d8910c317d04eb5c6c618,USDT,BNB CHAIN,Fantom,Avalanche,620dfcd89e7d5ed1f4f40e85,620e03b29e7d5ed1f4f40fa0
30,0x50e01433711f0cde93d09856405f64a579fa5244,WETH,Fantom,Ethereum,Fantom,620d2d83d3ea681f35ec282b,620d40f9d3ea681f35ec2b74
31,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,BIFI,BNB CHAIN,Avalanche,BNB CHAIN,620c77a2d3ea681f35ec0d63,620c77dfd3ea681f35ec0d6f
32,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,GCAKE,Ethereum,BNB CHAIN,Ethereum,620ccd69d3ea681f35ec18c2,620ccde3d3ea681f35ec18de
33,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,KAE,Fantom,Ethereum,Fantom,62099a75d3ea681f35eb9e75,62099b62d3ea681f35eb9e9a
34,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,Ethereum,BNB CHAIN,Ethereum,6212eb229e1cf703a57a8a5d,6212eb9c9e1cf703a57a8a73
35,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,Ethereum,BNB CHAIN,Ethereum,62134ec39e1cf703a57a9587,62134eff9e1cf703a57a9598
36,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,62134eff9e1cf703a57a9598,62134f789e1cf703a57a95bc
37,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,Ethereum,BNB CHAIN,Ethereum,620b8db6d3ea681f35ebe53f,620b8e30d3ea681f35ebe555
38,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,RDT,BNB CHAIN,Ethereum,BNB CHAIN,620b8e30d3ea681f35ebe555,620b8ea3d3ea681f35ebe56c
39,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa0839e1cf703a57a10f4,620fa4039e1cf703a57a1173
40,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fa4039e1cf703a57a1173,620fa43f9e1cf703a57a117c
41,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,SWAP,Ethereum,BNB CHAIN,Ethereum,620fa43f9e1cf703a57a117c,620fa4b99e1cf703a57a118e
42,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d15dcf15fd1a4280b69,620e6eb9dcf15fd1a4280bac
43,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,UMAD,BNB CHAIN,Ethereum,BNB CHAIN,620ffef99e1cf703a57a2125,621000229e1cf703a57a214e
44,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Fantom,Ethereum,Fantom,6210cc889e1cf703a57a3992,6210cd019e1cf703a57a39a3
45,0x3e972c4859a1fc8a25b13b4bbc38e57eb8621645,INV,Ethereum,Fantom,Ethereum,6210cd019e1cf703a57a39a3,6210cd3e9e1cf703a57a39aa
46,0x8ef2686170eebb7ffc49aaf71c61d6160fc040b4,MATIC,Fantom,Polygon,Fantom,620c7d7bd3ea681f35ec0e39,620c82e1d3ea681f35ec0ef8
47,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,BNB CHAIN,Polygon,BNB CHAIN,620b7ff7854f936fad89670b,620b840f854f936fad896886
48,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,USDT,Polygon,BNB CHAIN,Polygon,620b840f854f936fad896886,620b8466854f936fad89689a
49,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a078a854f936fad88be25,620a08cd854f936fad88be8a
50,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,BNB CHAIN,Polygon,BNB CHAIN,620a08cd854f936fad88be8a,620a102d854f936fad88bfc3
51,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,DERC,Polygon,BNB CHAIN,Polygon,620a102d854f936fad88bfc3,620a1160854f936fad88bff7
52,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Avalanche,Fantom,Polygon,620a2d72854f936fad88c6ae,620a2cdd854f936fad88c6a1
53,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ETH,Fantom,Polygon,Fantom,620a2cdd854f936fad88c6a1,620a2dc2854f936fad88c6b6
54,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ICE,Ethereum,Polygon,Ethereum,620fc15911d45e0a49670c71,620fc4ea11d45e0a49670ddc
55,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MRFI,BNB CHAIN,Avalanche,BNB CHAIN,620c57f1854f936fad89b434,620c5daf854f936fad89b892
56,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,BNB CHAIN,Ethereum,BNB CHAIN,620a8078854f936fad88df19,620a80dc854f936fad88df4a
57,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,MLT,Ethereum,BNB CHAIN,Ethereum,620a80dc854f936fad88df4a,620a817d854f936fad88df9a
58,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620ab771854f936fad890ecd,620ab7f5854f936fad890f7e
59,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,FABRIC,Ethereum,BNB CHAIN,Ethereum,620ab7f5854f936fad890f7e,620ab8ad854f936fad891079
60,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,NFTY,BNB CHAIN,Ethereum,BNB CHAIN,620b8261854f936fad89682f,620b82dd854f936fad89684a
61,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,ANKR,Ethereum,BNB CHAIN,Ethereum,620b9efa854f936fad897044,620b9f7d854f936fad89706a
62,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,YEL,Fantom,Ethereum,Fantom,620d22fb3c8253c5fb8b9329,620d23553c8253c5fb8b9348
63,0x67ebc532d648e6164a6fd726ff0b39e69180dafe,B2M,Polygon,Ethereum,Polygon,621136df11d45e0a4967a915,6211381b11d45e0a4967aa3c
64,0x20cc42b39419525adaf66a6b79cca95894f1dbf7,USDC,Fantom,BNB CHAIN,Fantom,620e07ecdcf15fd1a427fce1,620e1c3bdcf15fd1a427ff66
65,0x8039f3aa709fec29fdc5f075449b23ab609a6998,USDT,BNB CHAIN,Fantom,BNB CHAIN,620b3297d3ea681f35ebd76f,620b4c61d3ea681f35ebdaf9
66,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a298c854f936fad88c601,620a2a9ad3ea681f35ebb13e
67,0x8039f3aa709fec29fdc5f075449b23ab609a6998,WTF,BNB CHAIN,Avalanche,BNB CHAIN,6210efec9e1cf703a57a3ef2,6210f0659e1cf703a57a3f08
68,0x8039f3aa709fec29fdc5f075449b23ab609a6998,ALPACA,Fantom,BNB CHAIN,Fantom,620ecd6bdcf15fd1a4281b70,620edb03dcf15fd1a4281d5e
69,0x8039f3aa709fec29fdc5f075449b23ab609a6998,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620edb03dcf15fd1a4281d5e,620ee605dcf15fd1a4281edd
70,0x8039f3aa709fec29fdc5f075449b23ab609a6998,FROYO,BNB CHAIN,Ethereum,BNB CHAIN,620e6d2a62d48eee70ee1dfb,620e6e4f62d48eee70ee1f48
71,0x8039f3aa709fec29fdc5f075449b23ab609a6998,KST,Ethereum,BNB CHAIN,Ethereum,6210450d9e1cf703a57a29e8,621046ed9e1cf703a57a2a1d
72,0x7309b6a480e8c33fb75b5c770a0c9516e9507776,USV,Ethereum,Avalanche,Polygon,620e750262d48eee70ee274c,620e7bd862d48eee70ee2dbc
73,0x60e81aac6ce31d84121732362c9855ae1a9f09f3,STORE,Ethereum,BNB CHAIN,Ethereum,62092b592219a24b7e94b545,62092c752219a24b7e94b55a
74,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Polygon,Fantom,Polygon,620adf18d3ea681f35ebcc07,620af5a9d3ea681f35ebcf1a
75,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,DAI,Fantom,Polygon,Fantom,620af5a9d3ea681f35ebcf1a,620b0c5cd3ea681f35ebd232
76,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,BNB CHAIN,Polygon,BNB CHAIN,620e11229e7d5ed1f4f411b5,620e219adcf15fd1a428001b
77,0x97d74a0afda3b71339d4d3c23cdcbef898de4da9,BNB,Polygon,BNB CHAIN,Avalanche,620e219adcf15fd1a428001b,620e222b62d48eee70edf306
78,0x893eee43910297ad2e2daa2e0f0210a1e754a403,USDC,Ethereum,Fantom,Polygon,621322b49e1cf703a57a90f3,621328169e1cf703a57a918b
79,0x75c29972bf71a564adc4943dc4c199fb19dc7da8,USDC,Fantom,Avalanche,Fantom,620caf7ad3ea681f35ec14bb,620cb2bcd3ea681f35ec151a
80,0x7567e696922eb3f140ebdd1770054c634b7bf708,GAIA,Polygon,BNB CHAIN,Polygon,620bb972854f936fad8978e3,620bbc1fd3ea681f35ebed7a
81,0x7567e696922eb3f140ebdd1770054c634b7bf708,KNC,BNB CHAIN,Polygon,Avalanche,6209e03e2219a24b7e94d757,6209e0be2219a24b7e94d76f
82,0x7567e696922eb3f140ebdd1770054c634b7bf708,GMEE,BNB CHAIN,Polygon,BNB CHAIN,620a5f0b854f936fad88cf78,620a60b4854f936fad88d073
83,0x7567e696922eb3f140ebdd1770054c634b7bf708,USV,Polygon,BNB CHAIN,Polygon,620dc6773c8253c5fb8bd055,620dc8093c8253c5fb8bd0c9
84,0x7567e696922eb3f140ebdd1770054c634b7bf708,MRFI,Avalanche,BNB CHAIN,Avalanche,620e831adcf15fd1a4280f20,620e834f62d48eee70ee30e2
85,0x7567e696922eb3f140ebdd1770054c634b7bf708,FEAR,Polygon,BNB CHAIN,Polygon,620e1a92dcf15fd1a427ff28,620e1ab462d48eee70edf19f
86,0x7567e696922eb3f140ebdd1770054c634b7bf708,BIFI,BNB CHAIN,Avalanche,Polygon,620b66ba854f936fad896198,620b6729854f936fad8961bf
87,0x7567e696922eb3f140ebdd1770054c634b7bf708,WELT,Polygon,BNB CHAIN,Polygon,620ba058854f936fad89709f,620ba292d3ea681f35ebe88c
88,0x7567e696922eb3f140ebdd1770054c634b7bf708,BANANA,Polygon,BNB CHAIN,Polygon,620ee20adcf15fd1a4281e63,620eecc162d48eee70ee613d
89,0x9a3e402475cfccd645440e09466eb3c530d7163d,USDC,BNB CHAIN,Fantom,BNB CHAIN,620c6fd4854f936fad89c523,620c7d70854f936fad89c84d
90,0x9a3e402475cfccd645440e09466eb3c530d7163d,USDC,BNB CHAIN,Fantom,BNB CHAIN,620cb67326b3d8ba9857db8c,620cc8b026b3d8ba9857e149
91,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,BIFI,Fantom,BNB CHAIN,Fantom,62114cb511d45e0a4967cabb,62114ecf11d45e0a4967d00f
92,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e84a762d48eee70ee318c,620e899962d48eee70ee340b
93,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e899962d48eee70ee340b,620e8a2762d48eee70ee3443
94,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,620e8a2762d48eee70ee3443,620e8b0362d48eee70ee34b2
95,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,ALPACA,Fantom,BNB CHAIN,Fantom,620e8b0362d48eee70ee34b2,620e8ef362d48eee70ee36cf
96,0x30cb2c51fc4f031fa5f326d334e1f5da00e19ab5,JOE,Avalanche,Fantom,Avalanche,620fcdf611d45e0a49671125,620fce7011d45e0a49671165
97,0xb80a520619699f1dbf8f21502a57e173be73579c,USDC,Fantom,BNB CHAIN,Fantom,621109089e1cf703a57a42ed,62110cfd9e1cf703a57a439d
98,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,MCRT,BNB CHAIN,Fantom,BNB CHAIN,620bd619854f936fad898cd9,620be706d3ea681f35ebf5eb
99,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,MCRT,BNB CHAIN,Fantom,BNB CHAIN,620c38b6854f936fad89a4b6,620c45b3d3ea681f35ec05dd
100,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,NFTY,Polygon,BNB CHAIN,Polygon,6209bf152219a24b7e94d1cd,6209ca872219a24b7e94d3f7
101,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,TNODE,BNB CHAIN,Fantom,BNB CHAIN,6211a6e911d45e0a49684a02,6211c1019e1cf703a57a5c9d
102,0xe2ef3af07d48533433998c72556dc78712170be0,MIM,Avalanche,Fantom,Ethereum,6212c08e9e1cf703a57a84ae,6212d8e19e1cf703a57a883c
103,0x081931a599c1605c69cb6e3b9da48450b744b0aa,USDC,Fantom,BNB CHAIN,Fantom,6209e9172219a24b7e94d8a6,6209f067854f936fad88b93c
104,0x7400933965637de0ac30f5c582e4e481934dd047,WOW,Avalanche,BNB CHAIN,Polygon,620e6af9dcf15fd1a4280b15,620e6b5362d48eee70ee1bd4
105,0x153e01b7f5c0a198cb12335bbe62ed22e0a05687,USDC,BNB CHAIN,Fantom,Avalanche,62097b8fd3ea681f35eb9988,62097c0bd3ea681f35eb99a5
106,0x153e01b7f5c0a198cb12335bbe62ed22e0a05687,USDC,Avalanche,Fantom,Polygon,62112d259e1cf703a57a4949,62113c1c9e1cf703a57a4bd0
107,0x123bb6519cf54a8e3917ed8b450a3ab11fd4b974,DSLA,BNB CHAIN,Ethereum,Avalanche,620caabad3ea681f35ec13ff,620cabd826b3d8ba9857d7aa
108,0x387c6bd3afd4849108f0055b9f23971616cd8d95,ETH,Polygon,Fantom,BNB CHAIN,620b279b854f936fad894c87,620b2ff0854f936fad894ddf
109,0xd2d8570204a3e6753ebbf4a57c5fc31c2a9d15d5,USDC,Polygon,Fantom,Polygon,6212577c9e1cf703a57a73c3,621263f19e1cf703a57a7607
110,0xbd6c1e096c66d4fd93d71cfc270387c9f8236cf9,WBTC,BNB CHAIN,Fantom,BNB CHAIN,620b16c6854f936fad8949ca,620b1a25854f936fad894a5c
111,0xc825dd260adc29b078eb4135679f22adb381488c,UMAD,BNB CHAIN,Ethereum,BNB CHAIN,620fdb1b9e1cf703a57a1b74,620fef7011d45e0a49672bb9
112,0x987e1a3c272420f2a4c2d3ca7ac3d9350bda2f70,MIM,Fantom,Avalanche,Fantom,62129e879e1cf703a57a7f7a,6212b1c49e1cf703a57a825c
113,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Fantom,620e7cc862d48eee70ee2e1c,620e7dcf62d48eee70ee2e8b
114,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,BNB CHAIN,Fantom,BNB CHAIN,620e7dcf62d48eee70ee2e8b,620e7e7362d48eee70ee2ed6
115,0x47a3ed852e37477cf1ba297f8288e06230b2d543,USDC,Fantom,BNB CHAIN,Avalanche,620e7e7362d48eee70ee2ed6,620e81f262d48eee70ee3045
116,0xc57ea958e33dc87c7c7951774bab9221346ba26f,TOMB,Avalanche,BNB CHAIN,Fantom,620d90e13c8253c5fb8bbc62,620d913f3c8253c5fb8bbc98
117,0xc57ea958e33dc87c7c7951774bab9221346ba26f,USDC,Polygon,Fantom,BNB CHAIN,6211d5ae9e1cf703a57a5f1f,6211d6db9e1cf703a57a5f3b
118,0xc57ea958e33dc87c7c7951774bab9221346ba26f,ALPACA,BNB CHAIN,Fantom,BNB CHAIN,62108a4f11d45e0a49676a88,62108afa11d45e0a49676a9a
119,0xc8bb3434bac34981638659ff5a6557842ab59f60,DAI,Polygon,Fantom,Avalanche,6209b748d3ea681f35eba1f9,6209bcb1d3ea681f35eba2b5
120,0x03d9b6eea7a84aef5fdd02b136bde8dac8752a61,DAI,Fantom,Avalanche,Fantom,620ab564d3ea681f35ebc5ff,620af3e5854f936fad8944a2
121,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,BNB CHAIN,Ethereum,BNB CHAIN,620a10aa854f936fad88bfe2,620a10fd854f936fad88bfea
122,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620a10fd854f936fad88bfea,620a1172854f936fad88bffb
123,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,FABRIC,Ethereum,BNB CHAIN,Ethereum,620b31d4d3ea681f35ebd74a,620b31ed854f936fad894e32
124,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,MLT,Ethereum,BNB CHAIN,Ethereum,620e3c6762d48eee70edf83e,620e3d1062d48eee70edf8a9
125,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,SWAP,BNB CHAIN,Ethereum,BNB CHAIN,620fd81211d45e0a496717ea,620fd8e911d45e0a4967189e
126,0xf2ce52e3d0eb5d237341c9a75ca24647d87d7e55,PPAY,Ethereum,BNB CHAIN,Ethereum,620fccb811d45e0a49671092,620fcd5811d45e0a496710d9
127,0xb20221c54128fab03425314983616c46d5bfb854,MIM,Avalanche,Fantom,BNB CHAIN,620d0e2fd3ea681f35ec228b,620d0e6fd3ea681f35ec2298
128,0xb9b9161c6440353d30e06f6a3f93cd43bd1e3907,USDT,BNB CHAIN,Avalanche,BNB CHAIN,620f716d9e1cf703a57a0a1e,620f71ea9e1cf703a57a0a33
129,0xbfded67c2415e21f251bc209ff11a2fb74dfd0a4,MIM,Avalanche,Fantom,BNB CHAIN,620de0c4dcf15fd1a427f873,620de163dcf15fd1a427f883
130,0xf07a3a88e07a2b1df9d4e088a7f34ceb6cdf445a,MIM,Avalanche,Fantom,Avalanche,6211f3e99e1cf703a57a63b2,6211f5609e1cf703a57a63f1
131,0x45abf65505af97c17448226fd8f888e5d50223e1,USDT,Avalanche,BNB CHAIN,Polygon,6213072911d45e0a4968beea,6213091e11d45e0a4968bf08
132,0x531f001a4d10c21cdcc7dee8a6f25000a1c97408,MIM,Fantom,Avalanche,Fantom,620b4b68d3ea681f35ebdad8,620b4e3dd3ea681f35ebdb41
133,0x03ca61cf1b7963ecb6c79a5b33df33a5b7a4093a,USDC,Fantom,BNB CHAIN,Ethereum,620d78893c8253c5fb8bb813,620d7f5a3c8253c5fb8bb8fb
134,0x526f78b26436a1a627c9e82880ed9b7afb470b5d,USDT,Avalanche,Fantom,Avalanche,620b398ad3ea681f35ebd871,620b50d4d3ea681f35ebdba5
135,0x0b7abcd0a947ee625a898642ebe24bcdb3a1848a,USDT,BNB CHAIN,Polygon,Avalanche,621266bb11d45e0a496894d4,6212686f11d45e0a49689532
136,0x0b7abcd0a947ee625a898642ebe24bcdb3a1848a,USDT,Polygon,Avalanche,BNB CHAIN,6212686f11d45e0a49689532,62126b6011d45e0a496895e4
137,0xc844b9c517c521f745384f2404449fd92b2de152,USDC,BNB CHAIN,Fantom,BNB CHAIN,6212701511d45e0a496896c0,62127aa011d45e0a496898dd
138,0xc844b9c517c521f745384f2404449fd92b2de152,USDT,BNB CHAIN,Fantom,BNB CHAIN,620cfdf53c8253c5fb8b8802,620d12db3c8253c5fb8b8df0
139,0xb88e3cad12aba4ec40ad3aebe139bf3919344099,USDT,BNB CHAIN,Avalanche,BNB CHAIN,620fb4e811d45e0a49670691,620fb8fc11d45e0a4967093e
140,0xeab68820eb907d1c6e0b41f63928bd93c5cee319,USDC,BNB CHAIN,Fantom,BNB CHAIN,620ccc4fd3ea681f35ec18a3,620ce246d3ea681f35ec1b8f
141,0x9183e1b9670d2758065c7181e26c09f7fd14be31,USDT,BNB CHAIN,Fantom,Avalanche,62104a099e1cf703a57a2a78,62104a329e1cf703a57a2a82
142,0xfc6009053ba05ac2a96ef017a823d87c38d5e0b5,IDEX,Polygon,BNB CHAIN,Polygon,6211075311d45e0a49679218,62110da111d45e0a49679439
143,0xfc6009053ba05ac2a96ef017a823d87c38d5e0b5,USDC,Polygon,Fantom,BNB CHAIN,6210985611d45e0a49676c59,62109a5d11d45e0a49676c87
144,0xe2ca76a6c3bb2e26bda7e13b5aa10c633071ff4b,USDC,Polygon,Fantom,Ethereum,6209f595854f936fad88ba59,6209f782d3ea681f35ebaabb
145,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Fantom,Polygon,620d1a8a3c8253c5fb8b90a8,620d1be33c8253c5fb8b915f
146,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,Fantom,Polygon,BNB CHAIN,620d1be33c8253c5fb8b915f,620d20b43c8253c5fb8b92aa
147,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,Polygon,BNB CHAIN,Polygon,620d20b43c8253c5fb8b92aa,620d2afa3c8253c5fb8b9470
148,0xb324a5c8e61dba2a4a03a053f8c42629a0226d56,USDC,BNB CHAIN,Polygon,Fantom,620d2afa3c8253c5fb8b9470,620d2cd43c8253c5fb8b94c5
149,0xda2d96eadab3671d9dfc6b2901aa85e99f8f0eb3,PAE,Fantom,Avalanche,BNB CHAIN,620f45082aaabc039b737f5a,620f4db911d45e0a4966db5e
150,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,BNB CHAIN,Fantom,Avalanche,62122e7f9e1cf703a57a6c32,62122ebe9e1cf703a57a6c3b
151,0x81c4a126b101ef7eb6d54bc0d6e88465c265bd91,USDC,Fantom,Avalanche,Fantom,62122ebe9e1cf703a57a6c3b,621230d99e1cf703a57a6c86
152,0xc7503f38013cf1a8105ba3f0e689c33a706d2fa5,USDC,Avalanche,Fantom,BNB CHAIN,62120f4c11d45e0a49686bc7,621212219e1cf703a57a687c
153,0x4e6fec28f5316c2829d41bc2187202c70ec75bc7,USDC,Fantom,BNB CHAIN,Polygon,620ccd2b1ddd18c557e91be1,620cd0f61ddd18c557e91cf6
154,0x81e9f4275bf6858072ef4b425f2dc28163ccd980,DAI,Avalanche,Fantom,BNB CHAIN,62123db29e1cf703a57a6e62,62123eac9e1cf703a57a6e91
